1	101	-1	1	4	0	
1	102	-1	1	4	0	
1	103	-1	1	4	20	
1	104	-1	1	4	17	
1	105	-1	1	4	13	
1	106	-1	1	4	19	
1	107	-1	1	4	15	
1	108	-1	1	4	18	
1	109	-1	1	4	23	
1	110	-1	1	4	17	
1	111	-1	1	4	24	
1	112	-1	1	4	17	
2	201	-1	1	2	0	
2	201	-1	2	3	0	
2	202	-1	1	2	0	
2	202	-1	2	3	0	
2	203	-1	1	2	0	
2	203	-1	2	3	0	
2	204	-1	1	2	0	
2	204	-1	2	3	0	
2	205	-1	1	2	0	
2	205	-1	2	3	0	
2	206	-1	1	2	0	
2	206	-1	2	3	0	
2	207	-1	1	2	0	
2	207	-1	2	3	0	
2	208	-1	1	2	0	
2	208	-1	2	3	0	
2	209	-1	1	2	0	
2	209	-1	2	3	0	
2	210	-1	1	2	0	
2	210	-1	2	3	0	
2	211	-1	1	2	0	
2	212	-1	1	2	0	
3	301	-1	2	3	0	
3	301	-1	3	4	0	
3	302	-1	2	3	0	
3	302	-1	3	4	0	
3	303	-1	2	3	0	
3	303	-1	3	4	0	
3	304	-1	2	3	0	
3	304	-1	3	4	0	
3	305	-1	2	3	0	
3	305	-1	3	4	0	
4	401	-1	3	4	0	
4	402	-1	3	4	0	
4	403	-1	3	4	0	
4	404	-1	3	4	0	
4	405	-1	3	4	0	
4	406	-1	3	4	0	
4	407	-1	3	4	0	
4	408	-1	3	4	0	
4	409	-1	3	4	0	
4	410	-1	3	4	0	
4	411	-1	3	4	0	
4	412	-1	3	4	0	
4	413	-1	3	4	0	
4	414	-1	3	4	0	
4	415	-1	3	4	0	
4	416	-1	3	4	0	
4	417	-1	3	4	0	
4	418	-1	3	4	0	
4	419	-1	3	4	0	
4	420	-1	3	4	0	
4	421	-1	3	4	0	
4	422	-1	3	4	0	
4	423	-1	3	4	0	
1	101	-1	1	4	0	
1	102	-1	1	4	0	
1	103	-1	1	4	10	
1	104	-1	1	4	16	
1	105	-1	1	4	16	
1	106	-1	1	4	8	
1	107	-1	1	4	22	
1	108	-1	1	4	14	
1	109	-1	1	4	16	
1	110	-1	1	4	18	
1	111	-1	1	4	24	
1	112	-1	1	4	23	
2	201	-1	1	2	0	
2	201	-1	2	3	0	
2	202	-1	1	2	0	
2	202	-1	2	3	0	
2	203	-1	1	2	3	
2	203	-1	2	3	0	
2	204	-1	1	2	0	
2	204	-1	2	3	0	
2	205	-1	1	2	4	
2	205	-1	2	3	0	
2	206	-1	1	2	15	
2	206	-1	2	3	1	
2	207	-1	1	2	2	
2	207	-1	2	3	0	
2	208	-1	1	2	3	
2	208	-1	2	3	1	
2	209	-1	1	2	0	
2	209	-1	2	3	0	
2	210	-1	1	2	1	
2	210	-1	2	3	0	
2	211	-1	1	2	0	
2	212	-1	1	2	0	
3	301	-1	2	3	0	
3	301	-1	3	4	0	
3	302	-1	2	3	0	
3	302	-1	3	4	0	
3	303	-1	2	3	3	
3	303	-1	3	4	3	
3	304	-1	2	3	20	
3	304	-1	3	4	20	
3	305	-1	2	3	2	
3	305	-1	3	4	2	
4	401	-1	3	4	0	
4	402	-1	3	4	0	
4	403	-1	3	4	0	
4	404	-1	3	4	0	
4	405	-1	3	4	0	
4	406	-1	3	4	0	
4	407	-1	3	4	0	
4	408	-1	3	4	0	
4	409	-1	3	4	0	
4	410	-1	3	4	0	
4	411	-1	3	4	0	
4	412	-1	3	4	0	
4	413	-1	3	4	0	
4	414	-1	3	4	0	
4	415	-1	3	4	0	
4	416	-1	3	4	1	
4	417	-1	3	4	0	
4	418	-1	3	4	0	
4	419	-1	3	4	0	
4	420	-1	3	4	1	
4	421	-1	3	4	0	
4	422	-1	3	4	0	
4	423	-1	3	4	0	
1	101	-1	1	4	0	
1	102	-1	1	4	0	
1	103	-1	1	4	3	
1	104	-1	1	4	20	
1	105	-1	1	4	12	
1	106	-1	1	4	5	
1	107	-1	1	4	15	
1	108	-1	1	4	11	
1	109	-1	1	4	18	
1	110	-1	1	4	18	
1	111	-1	1	4	26	
1	112	-1	1	4	26	
2	201	-1	1	2	0	
2	201	-1	2	3	0	
2	202	-1	1	2	0	
2	202	-1	2	3	0	
2	203	-1	1	2	6	
2	203	-1	2	3	6	
2	204	-1	1	2	9	
2	204	-1	2	3	6	
2	205	-1	1	2	10	
2	205	-1	2	3	10	
2	206	-1	1	2	10	
2	206	-1	2	3	6	
2	207	-1	1	2	2	
2	207	-1	2	3	1	
2	208	-1	1	2	0	
2	208	-1	2	3	0	
2	209	-1	1	2	0	
2	209	-1	2	3	0	
2	210	-1	1	2	0	
2	210	-1	2	3	0	
2	211	-1	1	2	0	
2	212	-1	1	2	0	
3	301	-1	2	3	0	
3	301	-1	3	4	0	
3	302	-1	2	3	0	
3	302	-1	3	4	0	
3	303	-1	2	3	3	
3	303	-1	3	4	3	
3	304	-1	2	3	5	
3	304	-1	3	4	5	
3	305	-1	2	3	0	
3	305	-1	3	4	0	
4	401	-1	3	4	0	
4	402	-1	3	4	0	
4	403	-1	3	4	0	
4	404	-1	3	4	0	
4	405	-1	3	4	0	
4	406	-1	3	4	0	
4	407	-1	3	4	0	
4	408	-1	3	4	0	
4	409	-1	3	4	0	
4	410	-1	3	4	6	
4	411	-1	3	4	0	
4	412	-1	3	4	6	
4	413	-1	3	4	0	
4	414	-1	3	4	10	
4	415	-1	3	4	0	
4	416	-1	3	4	6	
4	417	-1	3	4	0	
4	418	-1	3	4	1	
4	419	-1	3	4	0	
4	420	-1	3	4	0	
4	421	-1	3	4	0	
4	422	-1	3	4	0	
4	423	-1	3	4	0	
1	101	-1	1	4	0	
1	102	-1	1	4	0	
1	103	-1	1	4	23	
1	104	-1	1	4	17	
1	105	-1	1	4	10	
1	106	-1	1	4	27	
1	107	-1	1	4	17	
1	108	-1	1	4	25	
1	109	-1	1	4	23	
1	110	-1	1	4	21	
1	111	-1	1	4	20	
1	112	-1	1	4	26	
2	201	-1	1	2	0	
2	201	-1	2	3	0	
2	202	-1	1	2	0	
2	202	-1	2	3	0	
2	203	-1	1	2	0	
2	203	-1	2	3	0	
2	204	-1	1	2	0	
2	204	-1	2	3	0	
2	205	-1	1	2	0	
2	205	-1	2	3	0	
2	206	-1	1	2	0	
2	206	-1	2	3	0	
2	207	-1	1	2	0	
2	207	-1	2	3	0	
2	208	-1	1	2	0	
2	208	-1	2	3	0	
2	209	-1	1	2	0	
2	209	-1	2	3	0	
2	210	-1	1	2	0	
2	210	-1	2	3	0	
2	211	-1	1	2	0	
2	212	-1	1	2	0	
3	301	-1	2	3	0	
3	301	-1	3	4	0	
3	302	-1	2	3	0	
3	302	-1	3	4	0	
3	303	-1	2	3	0	
3	303	-1	3	4	0	
3	304	-1	2	3	0	
3	304	-1	3	4	0	
3	305	-1	2	3	0	
3	305	-1	3	4	0	
4	401	-1	3	4	0	
4	402	-1	3	4	0	
4	403	-1	3	4	0	
4	404	-1	3	4	0	
4	405	-1	3	4	0	
4	406	-1	3	4	0	
4	407	-1	3	4	0	
4	408	-1	3	4	0	
4	409	-1	3	4	0	
4	410	-1	3	4	0	
4	411	-1	3	4	0	
4	412	-1	3	4	0	
4	413	-1	3	4	0	
4	414	-1	3	4	0	
4	415	-1	3	4	0	
4	416	-1	3	4	0	
4	417	-1	3	4	0	
4	418	-1	3	4	0	
4	419	-1	3	4	0	
4	420	-1	3	4	0	
4	421	-1	3	4	0	
4	422	-1	3	4	0	
4	423	-1	3	4	0	
1	101	-1	1	4	0	
1	102	-1	1	4	0	
1	103	-1	1	4	20	
1	104	-1	1	4	17	
1	105	-1	1	4	19	
1	106	-1	1	4	12	
1	107	-1	1	4	16	
1	108	-1	1	4	17	
1	109	-1	1	4	23	
1	110	-1	1	4	23	
1	111	-1	1	4	21	
1	112	-1	1	4	17	
2	201	-1	1	2	0	
2	201	-1	2	3	0	
2	202	-1	1	2	0	
